17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
4.0972e-09,0.45,-4.40445e-06,
4.0982e-09,0.45,-4.25821e-06,
4.0992e-09,0.45,-4.48308e-06,
4.1002e-09,0.45,-4.34411e-06,
4.1012e-09,0.45,-4.56881e-06,
4.1022e-09,0.45,-4.43169e-06,
4.1032e-09,0.45,-4.65368e-06,
4.1042e-09,0.45,-4.50608e-06,
4.1052e-09,0.45,-4.70219e-06,
4.1062e-09,0.45,-4.52967e-06,
4.1072e-09,0.45,-4.72562e-06,
4.1082e-09,0.45,-4.55304e-06,
4.1092e-09,0.45,-4.75081e-06,
4.1102e-09,0.45,-4.57967e-06,
